ds,y,Temperature,Humidity,WindSpeed,relative_humidity,DewPoint,surface_pressure,precipitation,is_holiday,is_weekend
2017-01-01 08:00:00,40045.7283,4.794,72.0,0.084,52.0,14.1,986.7,0.0,0,1
2017-01-01 08:10:00,41172.04459,4.807,73.1,0.082,51.5,13.983333333333333,986.5333333333334,0.0,0,1
2017-01-01 08:20:00,42252.134210000004,4.757,73.5,0.083,51.0,13.866666666666667,986.3666666666668,0.0,0,1
2017-01-01 08:30:00,42962.05861,4.509,74.5,0.084,50.5,13.75,986.2,0.0,0,1
2017-01-01 08:40:00,43709.47215,4.346,74.8,0.082,50.0,13.633333333333333,986.0333333333334,0.0,0,1
2017-01-01 08:50:00,45062.721489999996,4.718,73.7,0.081,49.5,13.516666666666667,985.8666666666668,0.0,0,1
2017-01-01 09:00:00,46451.30854,4.704,71.8,0.083,49.0,13.4,985.7,0.0,0,1
2017-01-01 09:10:00,47675.14353,4.624,74.1,0.082,48.833333333333336,13.316666666666666,985.7166666666668,0.0,0,1
2017-01-01 09:20:00,49020.98433,4.629,74.8,0.083,48.66666666666666,13.233333333333334,985.7333333333332,0.0,0,1
2017-01-01 09:30:00,50299.26756000001,4.599,74.0,0.082,48.5,13.15,985.75,0.0,0,1
2017-01-01 09:40:00,51682.41693,4.524,74.7,0.081,48.333333333333336,13.066666666666666,985.7666666666668,0.0,0,1
2017-01-01 09:50:00,53349.35198,4.575,74.5,0.082,48.16666666666666,12.983333333333334,985.7833333333332,0.0,0,1
2017-01-01 10:00:00,54677.746719999996,5.124,73.7,0.076,48.0,12.9,985.8,0.0,0,1
2017-01-01 10:10:00,56185.99773,5.836,71.3,2.66,49.333333333333336,13.083333333333334,985.85,0.0,0,1
2017-01-01 10:20:00,57125.30575,5.996,69.85,4.93,50.66666666666666,13.266666666666667,985.9,0.0,0,1
2017-01-01 10:30:00,58220.10518,6.22,68.81,4.924,52.0,13.45,985.95,0.0,0,1
2017-01-01 10:40:00,59553.8367,6.703,68.01,4.923,53.333333333333336,13.633333333333333,986.0,0.0,0,1
2017-01-01 10:50:00,60558.95241,6.993,66.14,4.918,54.66666666666666,13.816666666666666,986.05,0.0,0,1
2017-01-01 11:00:00,61813.860790000006,7.54,64.21,4.916,56.0,14.0,986.1,0.0,0,1
2017-01-01 11:10:00,62338.32489,8.22,61.9,4.916,58.333333333333336,14.2,986.0166666666668,0.0,0,1
2017-01-01 11:20:00,62986.399529999995,9.49,59.3,2.451,60.66666666666666,14.4,985.9333333333334,0.0,0,1
2017-01-01 11:30:00,63276.73455,10.65,56.03,0.084,63.0,14.6,985.85,0.0,0,1
2017-01-01 11:40:00,63742.949349999995,11.06,53.52,0.082,65.33333333333333,14.8,985.7666666666668,0.0,0,1
2017-01-01 11:50:00,64208.34045,12.4,53.26,0.08,67.66666666666667,15.0,985.6833333333334,0.0,0,1
2017-01-01 12:00:00,64338.75552,13.08,54.36,0.077,70.0,15.2,985.6,0.0,0,1
2017-01-01 12:10:00,64427.06895,14.38,54.42,0.076,70.33333333333333,15.183333333333334,985.7166666666668,0.0,0,1
2017-01-01 12:20:00,64694.072400000005,15.02,56.46,0.074,70.66666666666667,15.166666666666666,985.8333333333334,0.0,0,1
2017-01-01 12:30:00,65244.453570000005,15.55,58.7,0.075,71.0,15.15,985.95,0.0,0,1
2017-01-01 12:40:00,65265.77736,15.56,59.23,0.076,71.33333333333333,15.133333333333333,986.0666666666666,0.0,0,1
2017-01-01 12:50:00,65612.71770000001,15.49,59.3,0.076,71.66666666666667,15.116666666666667,986.1833333333332,0.0,0,1
2017-01-01 13:00:00,66138.1092,15.57,58.06,0.077,72.0,15.1,986.3,0.0,0,1
2017-01-01 13:10:00,66190.34719,15.65,58.7,0.077,72.33333333333333,15.033333333333331,986.3833333333332,0.0,0,1
2017-01-01 13:20:00,65758.1403,15.73,59.33,0.076,72.66666666666667,14.966666666666669,986.4666666666666,0.0,0,1
2017-01-01 13:30:00,66045.52579,15.68,58.6,0.079,73.0,14.9,986.55,0.0,0,1
2017-01-01 13:40:00,65793.35509,15.7,55.29,0.074,73.33333333333333,14.833333333333332,986.6333333333332,0.0,0,1
2017-01-01 13:50:00,65524.487380000006,15.75,52.45,0.077,73.66666666666667,14.766666666666666,986.7166666666666,0.0,0,1
2017-01-01 14:00:00,65393.06735,15.83,54.99,0.079,74.0,14.7,986.8,0.0,0,1
2017-01-01 14:10:00,65212.18976000001,15.79,56.66,0.076,74.33333333333333,14.666666666666666,986.9,0.0,0,1
2017-01-01 14:20:00,65084.69718,15.72,55.86,0.077,74.66666666666667,14.633333333333333,987.0,0.0,0,1
2017-01-01 14:30:00,64771.50542,15.8,54.06,0.075,75.0,14.6,987.1,0.0,0,1
2017-01-01 14:40:00,64428.538029999996,15.74,55.56,0.075,75.33333333333333,14.566666666666666,987.2,0.0,0,1
2017-01-01 14:50:00,64336.45427,15.72,56.69,0.077,75.66666666666667,14.533333333333331,987.3,0.0,0,1
2017-01-01 15:00:00,64219.605429999996,15.64,57.26,0.077,76.0,14.5,987.4,0.0,0,1
2017-01-01 15:10:00,64206.00936,15.69,57.96,0.074,76.83333333333333,14.55,987.4666666666668,0.0,0,1
2017-01-01 15:20:00,63558.76556,15.69,58.93,0.075,77.66666666666667,14.6,987.5333333333332,0.0,0,1
2017-01-01 15:30:00,63195.01028,15.6,58.7,0.073,78.5,14.65,987.6,0.0,0,1
2017-01-01 15:40:00,63131.42064,15.39,57.6,0.075,79.33333333333333,14.7,987.6666666666666,0.0,0,1
2017-01-01 15:50:00,62903.52669,15.34,58.7,0.075,80.16666666666667,14.75,987.7333333333332,0.0,0,1
2017-01-01 16:00:00,62739.041849999994,15.33,59.23,0.077,81.0,14.8,987.8,0.0,0,1
2017-01-01 16:10:00,62474.35679,15.48,57.46,0.074,81.66666666666667,14.833333333333334,987.8333333333331,0.0,0,1
2017-01-01 16:20:00,62074.96107,15.54,58.3,0.076,82.33333333333333,14.866666666666667,987.8666666666668,0.0,0,1
2017-01-01 16:30:00,62314.09786000001,15.53,58.8,0.077,83.0,14.9,987.9,0.0,0,1
2017-01-01 16:40:00,62637.97886999999,15.48,57.73,0.075,83.66666666666667,14.933333333333334,987.9333333333332,0.0,0,1
2017-01-01 16:50:00,63490.98625,15.47,58.23,0.077,84.33333333333333,14.966666666666669,987.9666666666668,0.0,0,1
2017-01-01 17:00:00,65151.26906,15.44,59.07,0.076,85.0,15.0,988.0,0.0,0,1
2017-01-01 17:10:00,68929.33162000001,15.35,59.3,0.077,86.0,14.983333333333334,987.9666666666668,0.0,0,1
2017-01-01 17:20:00,74776.23024,15.34,59.0,0.079,87.0,14.966666666666669,987.9333333333332,0.0,0,1
2017-01-01 17:30:00,81973.88425999999,15.11,59.53,0.076,88.0,14.95,987.9,0.0,0,1
2017-01-01 17:40:00,87114.14556,14.93,60.83,0.077,89.0,14.933333333333334,987.8666666666668,0.0,0,1
2017-01-01 17:50:00,88817.85894,14.71,61.87,0.086,90.0,14.916666666666668,987.8333333333331,0.0,0,1
2017-01-01 18:00:00,89560.52977,14.48,63.27,0.08,91.0,14.9,987.8,0.0,0,1
2017-01-01 18:10:00,89600.47366999999,14.29,63.94,0.078,91.16666666666669,14.9,987.7666666666668,0.0,0,1
2017-01-01 18:20:00,89395.51625,14.09,64.87,0.078,91.33333333333331,14.9,987.7333333333332,0.0,0,1
2017-01-01 18:30:00,89513.8099,13.89,66.11,0.076,91.5,14.9,987.7,0.0,0,1
2017-01-01 18:40:00,89818.18089,13.79,66.74,0.076,91.66666666666669,14.9,987.6666666666666,0.0,0,1
2017-01-01 18:50:00,90372.08508,13.54,66.71,0.076,91.83333333333331,14.9,987.6333333333332,0.0,0,1
2017-01-01 19:00:00,90459.10787,12.51,68.35,0.077,92.0,14.9,987.6,0.0,0,1
2017-01-01 19:10:00,90975.77884,12.06,70.2,0.078,92.16666666666669,14.833333333333334,987.5333333333332,0.0,0,1
2017-01-01 19:20:00,91079.64071,11.75,70.7,0.079,92.33333333333331,14.766666666666667,987.4666666666668,0.0,0,1
2017-01-01 19:30:00,91218.92272999999,11.61,70.7,0.077,92.5,14.7,987.4,0.0,0,1
2017-01-01 19:40:00,91699.15224,11.5,70.6,0.078,92.66666666666669,14.633333333333333,987.3333333333334,0.0,0,1
2017-01-01 19:50:00,91751.87352,11.43,70.7,0.076,92.83333333333331,14.566666666666666,987.2666666666668,0.0,0,1
2017-01-01 20:00:00,91672.09083,11.42,71.2,0.076,93.0,14.5,987.2,0.0,0,1
2017-01-01 20:10:00,91928.19675999999,11.69,71.1,0.078,93.16666666666669,14.433333333333334,987.1,0.0,0,1
2017-01-01 20:20:00,92349.75555,12.05,69.82,0.077,93.33333333333331,14.366666666666667,987.0,0.0,0,1
2017-01-01 20:30:00,92742.22601,11.87,69.98,0.076,93.5,14.3,986.9,0.0,0,1
2017-01-01 20:40:00,92658.09657,11.61,71.2,0.078,93.66666666666669,14.233333333333333,986.8,0.0,0,1
2017-01-01 20:50:00,92276.94572999999,11.5,72.0,0.078,93.83333333333331,14.166666666666666,986.7,0.0,0,1
2017-01-01 21:00:00,90948.03568,11.43,72.0,0.075,94.0,14.1,986.6,0.0,0,1
2017-01-01 21:10:00,90163.15438,11.29,72.2,0.075,93.33333333333331,14.1,986.55,0.0,0,1
2017-01-01 21:20:00,89649.88851,11.49,73.1,0.077,92.66666666666669,14.1,986.5,0.0,0,1
2017-01-01 21:30:00,88830.03764,12.24,70.1,0.077,92.0,14.1,986.45,0.0,0,1
2017-01-01 21:40:00,87438.63256,11.84,68.78,0.074,91.33333333333331,14.1,986.4,0.0,0,1
2017-01-01 21:50:00,86334.03443999999,12.2,68.78,0.074,90.66666666666669,14.1,986.35,0.0,0,1
2017-01-01 22:00:00,84930.79152,13.1,65.44,0.074,90.0,14.1,986.3,0.0,0,1
2017-01-01 22:10:00,83683.18075,13.2,63.84,0.074,90.16666666666669,14.05,986.3166666666666,0.0,0,1
2017-01-01 22:20:00,81294.89998,13.18,63.97,0.075,90.33333333333331,14.0,986.3333333333331,0.0,0,1
2017-01-01 22:30:00,79736.44857000001,12.64,66.77,0.072,90.5,13.95,986.35,0.0,0,1
2017-01-01 22:40:00,77982.93284000001,12.39,68.04,0.074,90.66666666666669,13.9,986.3666666666668,0.0,0,1
2017-01-01 22:50:00,76102.53298,12.24,69.18,0.077,90.83333333333331,13.85,986.3833333333332,0.0,0,1
2017-01-01 23:00:00,74057.22885,12.11,69.94,0.074,91.0,13.8,986.4,0.0,0,1
2017-01-01 23:10:00,72523.47217,12.07,70.7,0.076,91.66666666666669,13.833333333333334,986.3833333333332,0.0,0,1
2017-01-01 23:20:00,70945.30824,11.99,70.8,0.075,92.33333333333331,13.866666666666667,986.3666666666668,0.0,0,1
2017-01-01 23:30:00,68756.76906,11.32,74.7,0.075,93.0,13.9,986.35,0.0,0,1
2017-01-01 23:40:00,67165.75456999999,11.37,74.8,0.074,93.66666666666669,13.933333333333334,986.3333333333331,0.0,0,1
2017-01-01 23:50:00,65096.357,11.41,74.1,0.076,94.33333333333331,13.966666666666669,986.3166666666666,0.0,0,1
2017-01-02 00:00:00,62667.35846,11.01,75.8,0.076,95.0,14.0,986.3,0.0,0,0
2017-01-02 00:10:00,61026.110290000004,10.74,77.3,0.078,95.16666666666669,13.966666666666669,986.4666666666666,0.0,0,0
2017-01-02 00:20:00,59728.31136,10.47,78.2,0.078,95.33333333333331,13.933333333333334,986.6333333333332,0.0,0,0
2017-01-02 00:30:00,58343.58632999999,10.31,79.2,0.076,95.5,13.9,986.8,0.0,0,0
2017-01-02 00:40:00,57257.22884999999,10.63,79.3,0.079,95.66666666666669,13.866666666666667,986.9666666666666,0.0,0,0
2017-01-02 00:50:00,56153.48361,10.84,78.4,0.073,95.83333333333331,13.833333333333334,987.1333333333332,0.0,0,0
2017-01-02 01:00:00,54993.10532,10.94,78.1,0.074,96.0,13.8,987.3,0.0,0,0
2017-01-02 01:10:00,53731.498419999996,11.12,77.9,0.073,94.5,13.916666666666668,987.5166666666668,0.0,0,0
2017-01-02 01:20:00,52966.956549999995,11.02,77.5,0.081,93.0,14.033333333333331,987.7333333333332,0.0,0,0
2017-01-02 01:30:00,51659.23243999999,10.5,78.9,0.076,91.5,14.15,987.95,0.0,0,0
2017-01-02 01:40:00,51103.51448,10.22,79.8,0.078,90.0,14.266666666666667,988.1666666666666,0.0,0,0
2017-01-02 01:50:00,50561.06139,10.42,81.3,0.075,88.5,14.383333333333333,988.3833333333332,0.0,0,0
2017-01-02 02:00:00,50233.172609999994,10.86,80.0,0.076,87.0,14.5,988.6,0.0,0,0
2017-01-02 02:10:00,49507.159629999995,11.17,77.3,0.077,85.5,14.6,988.75,0.0,0,0
2017-01-02 02:20:00,49001.84455,11.1,75.6,0.077,84.0,14.7,988.9,0.0,0,0
2017-01-02 02:30:00,48636.84269,11.14,75.0,0.081,82.5,14.8,989.05,0.0,0,0
2017-01-02 02:40:00,48579.55227,11.21,75.2,0.077,81.0,14.9,989.2,0.0,0,0
2017-01-02 02:50:00,47726.261320000005,10.71,77.4,0.079,79.5,15.0,989.35,0.0,0,0
2017-01-02 03:00:00,47846.19395,10.7,77.7,0.079,78.0,15.1,989.5,0.0,0,0
2017-01-02 03:10:00,47582.81232,10.58,78.6,0.075,77.5,15.2,989.6,0.0,0,0
2017-01-02 03:20:00,47474.41536,10.59,79.5,0.078,77.0,15.3,989.7,0.0,0,0
2017-01-02 03:30:00,47348.47285,10.68,79.4,0.079,76.5,15.4,989.8,0.0,0,0
2017-01-02 03:40:00,47166.580319999994,10.52,79.8,0.076,76.0,15.5,989.9,0.0,0,0
2017-01-02 03:50:00,46730.57749,10.34,80.6,0.078,75.5,15.6,990.0,0.0,0,0
2017-01-02 04:00:00,46472.355760000006,10.18,81.7,0.079,75.0,15.7,990.1,0.0,0,0
2017-01-02 04:10:00,46711.72496000001,10.41,82.3,0.074,74.16666666666667,15.75,990.0833333333334,0.0,0,0
2017-01-02 04:20:00,46912.30805,10.41,81.4,0.078,73.33333333333333,15.8,990.0666666666668,0.0,0,0
2017-01-02 04:30:00,47143.119470000005,10.39,81.5,0.074,72.5,15.85,990.05,0.0,0,0
2017-01-02 04:40:00,47146.9005,10.16,81.9,0.075,71.66666666666667,15.9,990.0333333333332,0.0,0,0
2017-01-02 04:50:00,47135.31288,9.97,82.8,0.077,70.83333333333333,15.95,990.0166666666668,0.0,0,0
2017-01-02 05:00:00,47416.950059999996,10.03,83.8,0.08,70.0,16.0,990.0,0.0,0,0
2017-01-02 05:10:00,47957.23049,9.98,83.0,0.078,69.33333333333333,16.05,989.85,0.0333333333333333,0,0
2017-01-02 05:20:00,48380.64787,9.74,82.8,0.081,68.66666666666667,16.1,989.7,0.0666666666666666,0,0
2017-01-02 05:30:00,48726.704750000004,9.54,83.7,0.078,68.0,16.15,989.55,0.1,0,0
2017-01-02 05:40:00,49272.61335,9.53,83.9,0.072,67.33333333333333,16.2,989.4,0.1333333333333333,0,0
2017-01-02 05:50:00,51052.8585,9.56,84.1,0.073,66.66666666666667,16.25,989.25,0.1666666666666666,0,0
2017-01-02 06:00:00,52700.07391000001,9.58,84.5,0.075,66.0,16.3,989.1,0.2,0,0
2017-01-02 06:10:00,52640.201440000004,9.44,84.1,0.075,65.83333333333333,16.316666666666666,988.9166666666669,0.2,0,0
2017-01-02 06:20:00,53147.92304,9.4,84.4,0.077,65.66666666666667,16.333333333333332,988.7333333333332,0.2,0,0
2017-01-02 06:30:00,53636.4402,9.38,84.6,0.076,65.5,16.35,988.55,0.2,0,0
2017-01-02 06:40:00,53976.70894,9.16,84.7,0.077,65.33333333333333,16.366666666666667,988.3666666666668,0.2,0,0
2017-01-02 06:50:00,53759.4197,9.06,85.6,0.076,65.16666666666667,16.383333333333333,988.1833333333334,0.2,0,0
2017-01-02 07:00:00,53387.54799,9.17,85.8,0.078,65.0,16.4,988.0,0.2,0,0
2017-01-02 07:10:00,52897.30853,9.46,86.2,0.076,64.66666666666667,16.333333333333332,987.8,0.1833333333333333,0,0
2017-01-02 07:20:00,51820.30972999999,9.74,85.4,0.072,64.33333333333333,16.266666666666666,987.6,0.1666666666666666,0,0
2017-01-02 07:30:00,51185.831170000005,9.8,84.4,0.077,64.0,16.2,987.4,0.15,0,0
2017-01-02 07:40:00,50205.35678,9.58,83.9,0.079,63.66666666666666,16.133333333333333,987.2,0.1333333333333333,0,0
2017-01-02 07:50:00,49313.006720000005,9.51,83.7,0.082,63.333333333333336,16.066666666666666,987.0,0.1166666666666666,0,0
2017-01-02 08:00:00,49678.82662,9.44,83.2,0.084,63.0,16.0,986.8,0.1,0,0
2017-01-02 08:10:00,50992.94086,9.18,82.5,0.083,63.0,16.0,986.6333333333332,0.0833333333333333,0,0
2017-01-02 08:20:00,52404.07269,8.96,83.4,0.083,63.0,16.0,986.4666666666666,0.0666666666666666,0,0
2017-01-02 08:30:00,53867.681280000004,8.71,83.9,0.081,63.0,16.0,986.3,0.05,0,0
2017-01-02 08:40:00,54486.89077,8.52,85.1,0.081,63.0,16.0,986.1333333333332,0.0333333333333333,0,0
2017-01-02 08:50:00,55025.255769999996,8.43,85.4,0.079,63.0,16.0,985.9666666666666,0.0166666666666666,0,0
2017-01-02 09:00:00,55865.53629,8.44,85.9,0.08,63.0,16.0,985.8,0.0,0,0
2017-01-02 09:10:00,54274.14276,8.69,86.7,0.079,64.83333333333333,15.933333333333334,985.9166666666666,0.3833333333333333,0,0
2017-01-02 09:20:00,55206.193549999996,9.02,86.7,0.082,66.66666666666667,15.866666666666667,986.0333333333332,0.7666666666666666,0,0
2017-01-02 09:30:00,56072.66693,9.17,86.9,0.079,68.5,15.8,986.15,1.15,0,0
2017-01-02 09:40:00,57284.66274,10.48,87.0,0.079,70.33333333333333,15.733333333333333,986.2666666666668,1.5333333333333332,0,0
2017-01-02 09:50:00,58709.64787,11.13,83.5,0.08,72.16666666666667,15.666666666666666,986.3833333333332,1.9166666666666663,0,0
2017-01-02 10:00:00,59532.05945,11.68,81.7,0.08,74.0,15.6,986.5,2.3,0,0
2017-01-02 10:10:00,60388.50953,12.22,78.0,0.075,75.66666666666667,15.616666666666667,986.5,2.4833333333333334,0,0
2017-01-02 10:20:00,61588.73082,12.61,74.8,0.076,77.33333333333333,15.633333333333333,986.5,2.6666666666666665,0,0
2017-01-02 10:30:00,62216.609,13.07,72.7,0.075,79.0,15.65,986.5,2.85,0,0
2017-01-02 10:40:00,62702.03746,13.61,70.2,0.077,80.66666666666667,15.666666666666666,986.5,3.033333333333333,0,0
2017-01-02 10:50:00,63873.95073,14.0,69.22,0.077,82.33333333333333,15.683333333333334,986.5,3.216666666666667,0,0
2017-01-02 11:00:00,64590.19773,14.55,64.11,0.077,84.0,15.7,986.5,3.4,0,0
2017-01-02 11:10:00,64771.61624,14.94,58.46,0.077,84.5,15.65,986.55,2.833333333333333,0,0
2017-01-02 11:20:00,65161.98936000001,15.08,57.23,0.076,85.0,15.6,986.6,2.2666666666666666,0,0
2017-01-02 11:30:00,65971.65629,15.18,55.83,0.076,85.5,15.55,986.65,1.7,0,0
2017-01-02 11:40:00,66493.71033,15.28,56.49,0.075,86.0,15.5,986.7,1.1333333333333333,0,0
2017-01-02 11:50:00,66412.90501,15.27,55.93,0.076,86.5,15.45,986.75,0.5666666666666669,0,0
2017-01-02 12:00:00,66439.36232,15.21,55.69,0.077,87.0,15.4,986.8,0.0,0,0
2017-01-02 12:10:00,66751.70487,15.18,57.2,0.078,86.66666666666667,15.383333333333333,986.8,0.0,0,0
2017-01-02 12:20:00,67656.4594,15.11,57.86,0.074,86.33333333333333,15.366666666666667,986.8,0.0,0,0
2017-01-02 12:30:00,68440.85528999999,15.1,58.33,0.076,86.0,15.35,986.8,0.0,0,0
2017-01-02 12:40:00,68598.83776,15.26,58.8,0.076,85.66666666666667,15.333333333333334,986.8,0.0,0,0
2017-01-02 12:50:00,68505.08098,15.15,60.87,0.075,85.33333333333333,15.316666666666666,986.8,0.0,0,0
2017-01-02 13:00:00,68558.09361,15.23,60.53,0.076,85.0,15.3,986.8,0.0,0,0
2017-01-02 13:10:00,68557.37793,15.22,60.2,0.077,86.33333333333333,15.316666666666666,986.9166666666666,0.0,0,0
2017-01-02 13:20:00,68661.04076,15.22,59.83,0.076,87.66666666666667,15.333333333333334,987.0333333333332,0.0,0,0
2017-01-02 13:30:00,68093.79836,15.33,59.16,0.076,89.0,15.35,987.15,0.0,0,0
2017-01-02 13:40:00,67224.55389000001,15.41,58.13,0.076,90.33333333333331,15.366666666666667,987.2666666666668,0.0,0,0
2017-01-02 13:50:00,66929.80815,15.43,58.0,0.077,91.66666666666669,15.383333333333333,987.3833333333332,0.0,0,0
2017-01-02 14:00:00,66903.94716,15.56,56.03,0.075,93.0,15.4,987.5,0.0,0,0
2017-01-02 14:10:00,67189.22029,15.59,55.73,0.075,93.0,15.4,987.5333333333332,0.0,0,0
2017-01-02 14:20:00,67266.15436,15.47,56.29,0.077,93.0,15.4,987.5666666666668,0.0,0,0
2017-01-02 14:30:00,67013.73133,15.55,55.99,0.074,93.0,15.4,987.6,0.0,0,0
2017-01-02 14:40:00,66888.96288,15.57,56.53,0.076,93.0,15.4,987.6333333333332,0.0,0,0
2017-01-02 14:50:00,67026.26294,15.64,55.35,0.077,93.0,15.4,987.6666666666669,0.0,0,0
2017-01-02 15:00:00,66924.74650000001,15.59,55.76,0.077,93.0,15.4,987.7,0.0,0,0
2017-01-02 15:10:00,66874.55043999999,15.58,57.03,0.077,93.5,15.283333333333331,987.7333333333332,0.0,0,0
2017-01-02 15:20:00,66959.54274,15.49,57.19,0.075,94.0,15.166666666666666,987.7666666666668,0.0,0,0
2017-01-02 15:30:00,67248.40723,15.45,57.86,0.075,94.5,15.05,987.8,0.0,0,0
2017-01-02 15:40:00,66660.08636,15.36,57.72,0.075,95.0,14.933333333333334,987.8333333333334,0.0,0,0
2017-01-02 15:50:00,66237.93626,15.38,58.02,0.074,95.5,14.816666666666666,987.8666666666668,0.0,0,0
2017-01-02 16:00:00,65870.96079,15.37,58.59,0.077,96.0,14.7,987.9,0.0,0,0
